Date,day,in_shortwave,out_shortwave,in_longwave,out_longwave
30/06/2018,9,644.9,158,365.7,462.3
30/06/2018,10,747,175.8,371.5,472.5
30/06/2018,11,814.9,187,376.7,485.4
30/06/2018,12,854.8,193,377.6,493.3
30/06/2018,13,852,192.8,372.9,491.3
30/06/2018,14,802.5,183.7,370.6,486.2
30/06/2018,15,713.5,169.5,368.2,478.5
30/06/2018,16,585.4,147.7,361.6,470.7
30/06/2018,17,438.4,119.2,357.6,457.4
30/06/2018,18,292.3,83.3,354.4,443.6
30/06/2018,19,145.6,45,350.5,429.3
30/06/2018,20,33.4,9.4,343.4,413
30/06/2018,21,0,0,335.8,401.4
30/06/2018,22,0,0,339.5,395.5
30/06/2018,23,0,0,329.7,394.6
30/06/2018,24,0,0,326.1,394.1
01/07/2018,1,0,0,328.3,390.2
01/07/2018,2,0,0,319.1,385.9
01/07/2018,3,0,0,316.3,383
01/07/2018,4,10.5,3.5,314.3,382.1
01/07/2018,5,98.8,35.3,315.6,388.8
01/07/2018,6,242.6,75.7,319.4,399.6
01/07/2018,7,387.3,113.4,322.8,412.3
01/07/2018,8,530.4,143.6,331.9,429.1
01/07/2018,9,666.5,167.7,340.6,443.9
01/07/2018,10,781.4,187.2,344.1,456.1
01/07/2018,11,839.9,198.5,348.8,465.9
01/07/2018,12,869.2,202.2,351.7,470.9
01/07/2018,13,859.4,198.7,352.9,472.7
01/07/2018,14,806.7,187,354.2,472.6
01/07/2018,15,711.1,169.9,354.8,469
01/07/2018,16,582.7,146.9,354.8,462.5
01/07/2018,17,434.9,118,352.3,451
01/07/2018,18,289.4,82.6,348.6,438.7
01/07/2018,19,146.6,45.6,343.3,424.4
01/07/2018,20,33,9.3,339.6,407.9
01/07/2018,21,0,0,331.1,395.8
01/07/2018,22,0,0,326.2,392
01/07/2018,23,0,0,323.7,391.4
01/07/2018,24,0,0,323.6,389.8
02/07/2018,1,0,0,318.7,385.2
02/07/2018,2,0,0,315.5,377.8
02/07/2018,3,0,0,311.5,366.9
02/07/2018,4,10.1,3.2,305.2,350.8
02/07/2018,5,98,34.5,307.3,366.6
02/07/2018,6,242.2,75.4,315.5,394.9
02/07/2018,7,385.5,113.5,325.1,417.5
02/07/2018,8,529.3,144.3,335.8,437.8
02/07/2018,9,669.1,170,339.8,449.1
02/07/2018,10,781,188.5,345.2,461.7
02/07/2018,11,840.8,199.4,349.8,473.1
02/07/2018,12,870.3,203.4,354.1,480.6
02/07/2018,13,856.7,198.8,359.5,485
02/07/2018,14,801.2,186.4,362.7,485.6
02/07/2018,15,704.5,168.8,364.4,481.9
02/07/2018,16,577.5,145.7,362.3,469.8
02/07/2018,17,431,117.3,357,454.9
02/07/2018,18,287.7,82.5,351.8,440.8
02/07/2018,19,145.1,45.2,344.3,423.3
02/07/2018,20,30.6,8.1,335.9,393.7
02/07/2018,21,0,0,327.8,373.4
02/07/2018,22,0,0,324.2,388.4
02/07/2018,23,0,0,319.5,387
02/07/2018,24,0,0,316.3,380
03/07/2018,1,0,0,313.5,373.4
03/07/2018,2,0,0,311.9,360.9
03/07/2018,3,0,0,310.1,358.8
03/07/2018,4,9.8,2.9,306.7,352.5
03/07/2018,5,93.4,32.9,309.8,369
03/07/2018,6,234.2,72.7,319.2,394.8
03/07/2018,7,375,110,330.9,418
03/07/2018,8,517.3,141.2,341.8,439.8
03/07/2018,9,655.8,166.1,349.1,455.4
03/07/2018,10,768.2,184.1,356.2,472.1
03/07/2018,11,827.1,194.1,365.9,490.4
03/07/2018,12,852.5,197.4,373.2,500.4
03/07/2018,13,841.5,193.6,379,505.3
03/07/2018,14,787,183.8,378.7,495.4
03/07/2018,15,692.9,167.8,377.2,486.9
03/07/2018,16,563.6,144,375.1,474.4
03/07/2018,17,418.9,115.5,371.6,459.8
03/07/2018,18,269.2,77.5,367.7,446.4
03/07/2018,19,128.2,39.5,360.9,429.7
03/07/2018,20,26.4,6.7,354.8,415.1
03/07/2018,21,0.1,0,348.5,404.8
03/07/2018,22,0,0,344.8,395.8
03/07/2018,23,0,0,355.5,393.7
03/07/2018,24,0,0,345.8,387.2
04/07/2018,1,0,0,364.8,387.1
04/07/2018,2,0,0,364.6,386.9
04/07/2018,3,0,0,345.5,380.3
04/07/2018,4,14.6,3.8,362.1,382.8
04/07/2018,5,54.9,14.1,371.3,389.7
04/07/2018,6,88.1,20,350.2,391.3
04/07/2018,7,354.7,103.2,350,415.7
04/07/2018,8,489.6,133.4,355.9,432.2
04/07/2018,9,601.1,152.4,363.3,452.8
04/07/2018,10,713.5,171.7,374.8,473.8
04/07/2018,11,829.7,199,398,489.7
04/07/2018,12,721.8,168.9,394.7,486
04/07/2018,13,713.3,167.8,400,489.7
04/07/2018,14,725.5,171.4,397.4,491.2
04/07/2018,15,575.2,140.7,399.7,483.1
04/07/2018,16,325.2,82.2,394.4,453.1
04/07/2018,17,379.5,103.4,389.2,449.5
04/07/2018,18,213,58.6,376.5,436.4
04/07/2018,19,111.4,31.8,372.6,424.4
04/07/2018,20,27.1,6.6,360.6,408.4
04/07/2018,21,0,0,352.3,394.5
04/07/2018,22,0,0,348.7,392.5
04/07/2018,23,0,0,347.1,387.1
04/07/2018,24,0,0,345.2,380.7
05/07/2018,1,0,0,344.8,383.6
05/07/2018,2,0,0,343.4,380.4
05/07/2018,3,0,0,339,379.3
05/07/2018,4,6.3,1.2,332.8,375.3
05/07/2018,5,74.9,23.7,334.7,385.1
05/07/2018,6,188.7,54.9,363.4,406.4
05/07/2018,7,373.7,106.4,362.6,425
05/07/2018,8,379.9,100.4,362.8,433.9
05/07/2018,9,583.6,146.5,366.7,449.1
05/07/2018,10,686.3,165.5,370.5,463.2
05/07/2018,11,697.2,163.5,375.1,467.7
05/07/2018,12,760.7,174.3,374.8,476.3
05/07/2018,13,768.1,177.1,379.2,479.4
05/07/2018,14,767.1,178.6,382,481.7
05/07/2018,15,648.6,155.1,378.5,472.9
05/07/2018,16,531.2,133.4,371,459.7
05/07/2018,17,414.9,112.1,367,448.3
05/07/2018,18,274.7,78.5,356.3,432.6
05/07/2018,19,134.3,41.6,345.8,416
05/07/2018,20,28.5,7.9,342.5,401.6
05/07/2018,21,0,0,346.7,391.4
05/07/2018,22,0,0,339.8,381.7
05/07/2018,23,0,0,339.6,375
05/07/2018,24,0,0,341.2,372.6
06/07/2018,1,0,0,364.2,380.6
06/07/2018,2,0,0,364,384.7
06/07/2018,3,0,0,381.1,389.9
06/07/2018,4,1.9,0,392,395.7
06/07/2018,5,29.4,5.6,388.8,399.1
06/07/2018,6,86.7,21,391.7,403.6
06/07/2018,7,269.6,72.7,374.5,415.4
06/07/2018,8,287.3,74.8,395.9,427.4
06/07/2018,9,485.1,121.7,377.8,444.5
06/07/2018,10,716.7,170.3,368.9,464.9
06/07/2018,11,790.5,185,376.2,477.9
06/07/2018,12,665.9,156.3,391.1,470.5
06/07/2018,13,708.4,165.4,385.8,475.7
06/07/2018,14,785,184.6,386.8,484.1
06/07/2018,15,560.1,134.1,384.2,468.6
06/07/2018,16,284.2,69.5,400.9,447.3
06/07/2018,17,254.4,63.7,394.4,442.6
06/07/2018,18,204.6,54.3,381.8,437
06/07/2018,19,96.4,26.6,368.7,421.5
06/07/2018,20,29.6,7.2,367.4,406.3
06/07/2018,21,0.2,0,354.2,391.9
06/07/2018,22,0,0,357.8,390.5
06/07/2018,23,0,0,355.1,385
06/07/2018,24,0,0,340.4,374.9
07/07/2018,1,0,0,349.8,375.1
07/07/2018,2,0,0,329.8,364.2
07/07/2018,3,0,0,324,359
07/07/2018,4,6.5,1.3,317.8,357.4
07/07/2018,5,82.8,27.5,319.2,370.3
07/07/2018,6,217.9,65.1,327.2,395.1
07/07/2018,7,339.5,94.9,338.1,415.7
07/07/2018,8,482.8,126.7,349.9,437.4
07/07/2018,9,646.6,159.4,358.5,459.7
07/07/2018,10,735.8,172.3,362.8,472.6
07/07/2018,11,804.6,183.7,368.1,482.9
07/07/2018,12,806.8,186.5,376.2,484.7
07/07/2018,13,820.3,187,375.4,482.3
07/07/2018,14,743.7,172.5,376.2,477.1
07/07/2018,15,663.9,161,376.9,469.9
07/07/2018,16,462.5,116.9,377.6,453.2
07/07/2018,17,314.7,82.8,372.5,439.3
07/07/2018,18,225.8,62.5,364.2,428.3
07/07/2018,19,136.1,40.5,349,414
07/07/2018,20,25.2,5.9,340.8,395.6
07/07/2018,21,0,0,336.3,383.8
07/07/2018,22,0,0,331.2,373.4
07/07/2018,23,0,0,329.7,369.5
07/07/2018,24,0,0,326.7,364.7
08/07/2018,1,0,0,322.2,361
08/07/2018,2,0,0,318.8,355.9
08/07/2018,3,0,0,317.9,353.8
08/07/2018,4,6.5,1.2,318.8,354.4
08/07/2018,5,70,21.4,323.3,369
08/07/2018,6,189.1,55.8,332,395.1
08/07/2018,7,340.1,95.9,341.3,415.9
08/07/2018,8,489.5,129.2,348.4,435.1
08/07/2018,9,625.1,153.6,354.7,451.5
08/07/2018,10,745.3,172,360.9,465.2
08/07/2018,11,824.1,185.9,373.5,475.3
08/07/2018,12,862.1,191.3,368,478.6
08/07/2018,13,838.2,188,369.4,479.3
08/07/2018,14,783.3,176.6,365.3,473.2
08/07/2018,15,696.3,163,360.6,465.6
08/07/2018,16,581.8,142.4,355.7,455.6
08/07/2018,17,430.5,114.3,353.1,444
08/07/2018,18,280.8,80.8,343.8,429.6
08/07/2018,19,133.1,41.4,341.3,414.8
08/07/2018,20,25.6,6.9,337.9,398.7
08/07/2018,21,0,0,333.2,378
08/07/2018,22,0,0,331.6,371.5
08/07/2018,23,0,0,331.5,371.4
08/07/2018,24,0,0,330,372.3
09/07/2018,1,0,0,328.8,365.8
09/07/2018,2,0,0,326.9,360.5
09/07/2018,3,0,0,325.6,358
09/07/2018,4,3.2,0.1,326,357.1
09/07/2018,5,42.7,8.6,338.7,369.7
09/07/2018,6,116.6,28.2,375.4,401.2
09/07/2018,7,313.1,85.7,361.2,420.9
09/07/2018,8,451.7,117.6,375.5,442.3
09/07/2018,9,526.2,130.3,393.7,451
09/07/2018,10,400,100,410.2,446.5
09/07/2018,11,523.2,126.8,404.1,452.5
09/07/2018,12,664.1,157.1,400,464.9
09/07/2018,13,314,76.7,409.5,444
09/07/2018,14,331.9,79.1,399.7,438.7
09/07/2018,15,174.5,42.3,406.4,426.8
09/07/2018,16,220.2,53.3,403.7,428.6
09/07/2018,17,161.3,39.4,401.1,422.3
09/07/2018,18,91.5,22.2,398.1,412.6
09/07/2018,19,49.4,11.5,392.6,405.3
09/07/2018,20,8.2,1.2,387.9,399.6
09/07/2018,21,0,0,375.2,394.1
09/07/2018,22,0,0,361.6,387.1
09/07/2018,23,0,0,374.5,388.5
09/07/2018,24,0,0,373.3,386
10/07/2018,1,0,0,364.4,382.2
10/07/2018,2,0,0,362.7,380.1
10/07/2018,3,0,0,368.8,382.1
10/07/2018,4,0.2,0,371.1,382.5
10/07/2018,5,16.9,2.9,373.8,385.2
10/07/2018,6,61.4,14.5,374.7,389.6
10/07/2018,7,98.2,23.9,377.7,393.4
10/07/2018,8,90,21.4,381.9,394.2
10/07/2018,9,124.3,25.9,383.7,395.6
10/07/2018,10,143.8,30,385.9,397.4
10/07/2018,11,335.7,72,388.5,407.1
10/07/2018,12,393.4,85.4,392.8,426.9
10/07/2018,13,340.3,72.7,399.9,427
10/07/2018,14,620.8,117.9,373,427.1
10/07/2018,15,660.1,138.7,355.6,434.2
10/07/2018,16,388.1,84.2,364.3,431.9
10/07/2018,17,337,78.6,357.7,426
10/07/2018,18,291.2,73.1,340.8,422.9
10/07/2018,19,111.3,28.8,332.8,405.8
10/07/2018,20,22.9,5,328.9,392.2
10/07/2018,21,0,0,323.7,379.4
10/07/2018,22,0,0,319,370.6
10/07/2018,23,0,0,316.3,368.8
10/07/2018,24,0,0,313.4,367.2
11/07/2018,1,0,0,313.2,361
11/07/2018,2,0,0,313,353.5
11/07/2018,3,0,0,311.4,355
11/07/2018,4,1.7,0,312.1,359.5
11/07/2018,5,54.5,14,314,366.7
11/07/2018,6,172.1,43.6,320.4,389.1
11/07/2018,7,339.9,83.7,330.2,413.5
11/07/2018,8,499.5,114.6,344,444.7
11/07/2018,9,420,89.7,379.8,447.1
11/07/2018,10,494.3,104.4,383.1,453.4
11/07/2018,11,489,102.3,396.3,459.2
11/07/2018,12,570.9,118.6,392.4,464.3
11/07/2018,13,324.1,67.9,403.4,446.7
11/07/2018,14,633.2,132.6,386.6,462.1
11/07/2018,15,624.3,134.7,381.6,465.5
11/07/2018,16,244.3,52.1,401.9,441.7
11/07/2018,17,214.7,47.6,389.1,433.4
11/07/2018,18,336.7,84.7,385.6,445
11/07/2018,19,72.9,15.8,373.1,420.6
11/07/2018,20,23.8,5.7,371.8,411.8
11/07/2018,21,0,0,382.1,407.9
11/07/2018,22,0,0,381.2,405.4
11/07/2018,23,0,0,351.6,398.6
11/07/2018,24,0,0,340,389.3
12/07/2018,1,0,0,338.8,390.2
12/07/2018,2,0,0,361.3,376.6
12/07/2018,3,0,0,353.9,374.2
12/07/2018,4,3.2,0.2,385.8,397.4
12/07/2018,5,43.9,7.8,358.3,398.8
12/07/2018,6,124.2,26.8,364.9,406
12/07/2018,7,298.8,70.8,353.8,418.3
12/07/2018,8,482.7,110.5,353.8,441
12/07/2018,9,623.6,134.1,360.7,462.6
12/07/2018,10,713.2,145.2,362.5,474.2
12/07/2018,11,805.1,158,367.2,490.4
12/07/2018,12,828.8,162.9,372.4,500.5
12/07/2018,13,823.6,162.3,375.1,503
12/07/2018,14,771.1,154.3,375.7,499
12/07/2018,15,681.7,141.3,374.5,490.2
12/07/2018,16,563.2,122.6,371.5,479.5
12/07/2018,17,418.4,96.8,367.5,461.5
12/07/2018,18,263,65.7,361.1,442.6
12/07/2018,19,118.9,32,353.4,423.8
12/07/2018,20,20.2,4.5,345.2,407.1
12/07/2018,21,0,0,338.3,395.4
12/07/2018,22,0,0,333.1,389.6
12/07/2018,23,0,0,329,383.2
12/07/2018,24,0,0,328.8,379.6
13/07/2018,1,0,0,326.1,366.6
13/07/2018,2,0,0,326.8,361.1
13/07/2018,3,0,0,327.6,360.1
13/07/2018,4,3.6,0.2,329.6,360.5
13/07/2018,5,73.6,18.1,331.7,378.5
13/07/2018,6,202.1,50.1,336.6,405.4
13/07/2018,7,309.1,72.8,365.3,427.3
13/07/2018,8,449.5,102.8,381.2,444.7
13/07/2018,9,608.6,129.9,365.6,471.4
13/07/2018,10,745.1,151.6,367.3,493.7
13/07/2018,11,809.9,158.5,368.1,509.7
13/07/2018,12,841.6,163.8,373,518.7
13/07/2018,13,839.4,161.9,375.8,520.1
13/07/2018,14,790.8,156,375.8,514.8
13/07/2018,15,692.3,141.6,376,502.3
13/07/2018,16,567.7,122.7,371.4,482
13/07/2018,17,417.3,96.3,367.8,462.1
13/07/2018,18,257.9,64,364.2,444.8
13/07/2018,19,119,31.4,358.5,425.7
13/07/2018,20,18.6,3.6,351.2,407.8
13/07/2018,21,0,0,344.3,395.6
13/07/2018,22,0,0,339.4,387.6
13/07/2018,23,0,0,336.3,386.8
13/07/2018,24,0,0,334.1,382.9
14/07/2018,1,0,0,331.3,372
14/07/2018,2,0,0,328.4,366
14/07/2018,3,0,0,324.1,364.1
14/07/2018,4,3,0.3,319.5,367.6
14/07/2018,5,63.4,18.3,319.8,374.3
14/07/2018,6,191,50.1,327.8,396.6
14/07/2018,7,347.7,84.7,335,416.7
14/07/2018,8,494.5,112,343.5,444.1
14/07/2018,9,633.6,133.5,352.6,474.8
14/07/2018,10,736,147.6,359.8,496.4
14/07/2018,11,817.8,159.3,363.4,510.9
14/07/2018,12,849.2,164.4,366.7,520.1
14/07/2018,13,847.7,163,369.4,515.3
14/07/2018,14,794.6,155.4,370,508.6
14/07/2018,15,703.4,142.6,367.6,496.9
14/07/2018,16,579.3,123.6,367.4,487.7
14/07/2018,17,430.9,98.3,366.1,471.7
14/07/2018,18,275.4,68,360.9,449.6
14/07/2018,19,126.3,34.4,355.6,429.3
14/07/2018,20,20.4,4.6,348.8,410.4
14/07/2018,21,0,0,341.8,394.4
14/07/2018,22,0,0,338.5,390.8
14/07/2018,23,0,0,335.6,384.9
14/07/2018,24,0,0,333.5,373.4
15/07/2018,1,0,0,330.5,369
15/07/2018,2,0,0,327,363.8
15/07/2018,3,0,0,323.8,362.6
15/07/2018,4,2.8,0.4,321.7,359.2
15/07/2018,5,66.2,20.4,322.8,373.3
15/07/2018,6,199.9,53.4,332.9,402.1
15/07/2018,7,351.2,85.7,344,430.1
15/07/2018,8,495.3,111.8,353.3,457.9
15/07/2018,9,630.4,131.6,363.6,489
15/07/2018,10,732.5,145.1,373.5,513.9
15/07/2018,11,797.5,153.8,382.5,526.2
15/07/2018,12,846.1,162.9,385.5,534.4
15/07/2018,13,843.7,161.2,388.3,536.9
15/07/2018,14,800.3,155.7,390,533.4
15/07/2018,15,698.4,140.5,387,523.5
15/07/2018,16,460.2,93.7,392.6,507.4
15/07/2018,17,340.1,74.3,394,486
15/07/2018,18,220.2,52.9,379.1,461.6
15/07/2018,19,120.6,32.1,370,440.4
15/07/2018,20,15.1,2.9,361.6,406.2
15/07/2018,21,0,0,354.5,387.5
15/07/2018,22,0,0,346.2,380
15/07/2018,23,0,0,339.5,374.1
15/07/2018,24,0,0,336.4,370.8
16/07/2018,1,0,0,334.9,368.4
16/07/2018,2,0,0,334.5,367.3
16/07/2018,3,0,0,332.5,366.1
16/07/2018,4,2.6,0.3,330.4,364.6
16/07/2018,5,63,19,331.6,377.4
16/07/2018,6,193.7,51.7,345.7,412.2
16/07/2018,7,344,83.9,357.4,438.7
16/07/2018,8,488.6,109.8,365.2,470
16/07/2018,9,624,129.4,375.6,502.1
16/07/2018,10,735.8,145.2,382.7,522.9
16/07/2018,11,828,159.5,390.4,533.4
16/07/2018,12,798.5,153.8,397.7,536.8
16/07/2018,13,875,168.1,397.1,550.4
16/07/2018,14,775.5,152.4,395.4,537.3
16/07/2018,15,566.5,115.1,398.4,513.4
16/07/2018,16,435.7,91.1,397.5,491.9
16/07/2018,17,388.9,87.9,389.1,485.5
16/07/2018,18,232.4,56.8,381.9,463.9
16/07/2018,19,116.5,30.3,376.5,444.6
16/07/2018,20,16.8,2.9,368.8,415
16/07/2018,21,0,0,364.5,393.8
16/07/2018,22,0,0,387.3,402.2
16/07/2018,23,0,0,389.1,413.7
16/07/2018,24,0,0,392.8,406.2
17/07/2018,1,0,0,395.3,406.9
17/07/2018,2,0,0,393.7,407.2
17/07/2018,3,0,0,384.7,405
17/07/2018,4,3,0.2,351.7,387.6
17/07/2018,5,41.9,9.6,353.1,396.2
17/07/2018,6,148.4,38.9,353,415.6
17/07/2018,7,319.3,80.2,359.5,438.8
17/07/2018,8,469.1,107.9,367,462.3
17/07/2018,9,603.6,126.7,371.3,479
17/07/2018,10,726.5,144.4,375.7,488.4
17/07/2018,11,696.1,137.3,388.4,489.9
17/07/2018,12,637.7,124.6,390.3,487.6
17/07/2018,13,749.3,147.5,393.2,497.2
17/07/2018,14,605,123.6,399.4,487.1
17/07/2018,15,558.7,117.9,394.4,478.3
17/07/2018,16,552.1,120.3,370.9,468.8
17/07/2018,17,398.6,92.9,360,451.6
17/07/2018,18,262.6,66.1,347.3,433.1
17/07/2018,19,116.8,32.5,338.2,415.1
17/07/2018,20,17.6,4.1,334.3,394.1
17/07/2018,21,0,0,329.5,378.3
17/07/2018,22,0,0,326.1,366
17/07/2018,23,0,0,326.3,364.4
17/07/2018,24,0,0,325.5,362.6
18/07/2018,1,0,0,323.7,360.4
18/07/2018,2,0,0,322.4,359.4
18/07/2018,3,0,0,321,357.4
18/07/2018,4,2.1,0.1,321.3,357.8
18/07/2018,5,57.4,16.1,324.7,376.3
18/07/2018,6,184.4,48.7,333.9,404.1
18/07/2018,7,333.5,81.2,344.5,427
18/07/2018,8,475.9,107.2,351.6,449.9
18/07/2018,9,577.7,121.4,360.2,470.5
18/07/2018,10,516.3,104.8,369.6,469.5
18/07/2018,11,543.1,108.8,380.3,478.7
18/07/2018,12,670.1,136.3,399.6,498.1
18/07/2018,13,466.2,92.9,392.8,480.8
18/07/2018,14,520.1,103.7,384.5,490
18/07/2018,15,384.1,76.9,401.3,480.3
18/07/2018,16,148.2,26.5,387.8,449.4
18/07/2018,17,117.3,17.5,364.3,434.3
18/07/2018,18,230,57.2,369.1,450.3
18/07/2018,19,109.6,29.2,364,429.4
18/07/2018,20,13.5,2.4,350.9,409.7
18/07/2018,21,0,0,362.3,402.1
18/07/2018,22,0,0,389.7,404.5
18/07/2018,23,0,0,388,403.9
18/07/2018,24,0,0,378.8,400.3
19/07/2018,1,0,0,368,391.4
19/07/2018,2,0,0,360.5,384.6
19/07/2018,3,0,0,361.8,387.8
19/07/2018,4,1,0,355.2,388.3
19/07/2018,5,40.6,8.1,352.5,389
19/07/2018,6,159.9,41.1,356.1,410.2
19/07/2018,7,240.6,55,359.7,428.8
19/07/2018,8,387.1,86.9,366.2,454.2
19/07/2018,9,491.6,104.5,371.2,468.3
19/07/2018,10,684.3,141.7,373.3,491.6
19/07/2018,11,763.5,152.9,379,511.7
19/07/2018,12,680.8,137.7,395.6,514.6
19/07/2018,13,353.5,71.3,414.9,481
19/07/2018,14,333.8,69.9,412.6,473
19/07/2018,15,602.6,126.5,384.5,494.4
19/07/2018,16,394.1,85.5,379.8,470.2
19/07/2018,17,248.4,54.2,377.6,450.4
19/07/2018,18,258,63.1,367.2,442.6
19/07/2018,19,92.9,23.9,356.5,424
19/07/2018,20,11,1.7,351.6,409.9
19/07/2018,21,0,0,345.1,396.2
19/07/2018,22,0,0,342.8,391.5
19/07/2018,23,0,0,343.8,384.7
19/07/2018,24,0,0,331.3,375.4
20/07/2018,1,0,0,325.4,371.3
20/07/2018,2,0,0,317.7,363.8
20/07/2018,3,0,0,314.6,359.4
20/07/2018,4,1.2,0,316.4,360.5
20/07/2018,5,53.4,12.9,314.5,369
20/07/2018,6,186.7,48.3,317.3,392.4
20/07/2018,7,325.3,78.3,328.5,415.3
20/07/2018,8,464.2,104.5,341.7,441.9
20/07/2018,9,594.7,124.3,349.6,466.6
20/07/2018,10,647,129.2,359,484.8
20/07/2018,11,663.9,130,372.2,495.5
20/07/2018,12,662.4,130.7,381.2,500.5
20/07/2018,13,675,129.7,388.5,506.8
20/07/2018,14,598.2,116.5,385,500.8
20/07/2018,15,561,115.5,397.4,491.7
20/07/2018,16,384,79.7,377.7,473.4
20/07/2018,17,210.6,43.6,373.6,447.7
20/07/2018,18,284.1,68.7,383.8,453.9
20/07/2018,19,102.8,25,379,432.9
20/07/2018,20,13.4,2.2,361.8,412.8
20/07/2018,21,0,0,371.6,402.7
20/07/2018,22,0,0,385.6,402.9
20/07/2018,23,0,0,392.6,405.9
20/07/2018,24,0,0,386.5,403.9
21/07/2018,1,0,0,387.3,403.6
21/07/2018,2,0,0,383.8,399.8
21/07/2018,3,0,0,368.2,392.9
21/07/2018,4,0.5,0,341.8,378.9
21/07/2018,5,44.2,10.5,357.8,391.5
21/07/2018,6,170,45.3,346.7,410.1
21/07/2018,7,309.8,74.9,354.4,432.9
21/07/2018,8,450.8,100.6,366.1,459
21/07/2018,9,587.2,120.7,374.7,484.6
21/07/2018,10,698.8,137,380.2,499.6
21/07/2018,11,774.6,148,381.3,503.8
21/07/2018,12,806.5,153.2,387.3,518.1
21/07/2018,13,814.2,153.7,392.9,521.7
21/07/2018,14,735.8,142.3,402.1,515.8
21/07/2018,15,604,120.7,397.8,501.6
21/07/2018,16,377.1,78,395.4,475
21/07/2018,17,342.8,78,388.9,467
21/07/2018,18,211.8,51.7,381.1,449.6
21/07/2018,19,90.1,23,372.5,432.7
21/07/2018,20,10.9,1.8,361.6,417.3
21/07/2018,21,0,0,353.6,405.7
21/07/2018,22,0,0,347.6,393
21/07/2018,23,0,0,343.7,389.7
21/07/2018,24,0,0,341,381.8
22/07/2018,1,0,0,339.5,379.2
22/07/2018,2,0,0,337,375.3
22/07/2018,3,0,0,338,380
22/07/2018,4,0.9,0,333.6,381.9
22/07/2018,5,44,11,335.6,387.3
22/07/2018,6,157.1,40.3,347.3,410.5
22/07/2018,7,298.5,71.4,357.8,430.8
22/07/2018,8,430.1,95,368.9,456.5
22/07/2018,9,537.4,110.7,379.6,478.1
22/07/2018,10,611,121.7,391.7,493.3
22/07/2018,11,722.2,141.5,398.2,501.3
22/07/2018,12,660.9,129.3,398,494.8
22/07/2018,13,752.9,146.5,398.7,505.2
22/07/2018,14,599.8,115.9,394.4,490.5
22/07/2018,15,513.4,102.7,395.7,478.7
22/07/2018,16,564.2,117.9,381.6,479.2
22/07/2018,17,408.8,91.1,372.6,466.1
22/07/2018,18,241.5,59.1,369.3,448
22/07/2018,19,101.3,26.7,364.8,430.9
22/07/2018,20,12.5,2.3,353.6,406.4
22/07/2018,21,0,0,347.7,386.3
22/07/2018,22,0,0,344.4,379.7
22/07/2018,23,0,0,340.5,374.7
22/07/2018,24,0,0,339.2,372.2
23/07/2018,1,0,0,341.6,372
23/07/2018,2,0,0,344.7,373.4
23/07/2018,3,0,0,351.4,375.6
23/07/2018,4,0.7,0,343.1,372.4
23/07/2018,5,42,10.6,345.2,381.4
23/07/2018,6,160.7,40.9,355.2,409.1
23/07/2018,7,311,72.6,366.7,436.3
23/07/2018,8,454.7,98,375.9,462.8
23/07/2018,9,589.2,117.5,383.6,486.9
23/07/2018,10,693.4,132.5,389.5,505.8
23/07/2018,11,765.5,141.8,396,521
23/07/2018,12,790.4,145.8,402.8,529.8
23/07/2018,13,796.2,145.4,408.4,536.2
23/07/2018,14,713.7,132.8,413.2,532.3
23/07/2018,15,589.3,113.9,417.9,521.9
23/07/2018,16,273.5,50.2,409.3,487.3
23/07/2018,17,331.2,72.8,411.3,491.6
23/07/2018,18,232.5,55.7,407.7,475.4
23/07/2018,19,93.3,23.6,400.8,453.3
23/07/2018,20,10.7,1.8,393.3,432.8
23/07/2018,21,0,0,385,421.9
23/07/2018,22,0,0,378.8,413.4
23/07/2018,23,0,0,374.5,402.2
23/07/2018,24,0,0,372.4,397.5
24/07/2018,1,0,0,368.4,394.6
24/07/2018,2,0,0,365.6,391.9
24/07/2018,3,0,0,362.3,389.6
24/07/2018,4,0.6,0,361.6,387.5
24/07/2018,5,43.2,10.3,362.3,396.5
24/07/2018,6,157,39.7,371.9,425.5
24/07/2018,7,299,70.4,386.5,454.9
24/07/2018,8,426.7,93.5,398.9,480.9
24/07/2018,9,561.5,114.4,408,504.2
24/07/2018,10,691.2,135.9,418.4,525.3
24/07/2018,11,617.4,117.2,420.3,518.8
24/07/2018,12,825.9,157.6,422.8,546.3
24/07/2018,13,812,153.2,424.2,548.8
24/07/2018,14,738.3,142.9,423,543.3
24/07/2018,15,620.5,124.8,422.6,533.4
24/07/2018,16,496.1,104.8,421.3,522.2
24/07/2018,17,340.1,76.9,419,498.7
24/07/2018,18,193.5,46.8,407.2,468.4
24/07/2018,19,71.9,16.6,397.5,450.1
24/07/2018,20,5.7,0.4,389.8,434
24/07/2018,21,0,0,383.5,425.2
24/07/2018,22,0,0,387.9,422.8
24/07/2018,23,0,0,381.5,415
24/07/2018,24,0,0,389.7,412.3
25/07/2018,1,0,0,401,415
25/07/2018,2,0,0,399.6,413.8
25/07/2018,3,0,0,404,414.3
25/07/2018,4,0.2,0,385.9,410.4
25/07/2018,5,42.3,10.2,381.4,412.9
25/07/2018,6,132.9,33.2,403.3,432.9
25/07/2018,7,218.1,51.6,400.4,438.4
25/07/2018,8,277.3,59.1,404.7,455.2
25/07/2018,9,252.4,52.3,423.2,459.9
25/07/2018,10,624.7,129.9,425,486.8
25/07/2018,11,653.6,126.5,417,502.7
25/07/2018,12,770.3,148.4,414.3,526.2
